Alt Kategori,Yıl,Ay,Endeks,Ay_Num,Tarih
(Sosyal Hizmetler),2013,Nisan,250.55,4,2013-04-01
(Ev İçi Tekstil),2013,Mayıs,167.63,5,2013-05-01
(Ev Ve Bahçe Araç Gereçleri),2013,Mayıs,206.8,5,2013-05-01
(Ev Aletleri),2013,Mayıs,132.6,5,2013-05-01
(Konaklama Hizmetleri),2013,Mayıs,261.31,5,2013-05-01
"(Mobilya, Mefruşat, Halı Ve Diğer Yer Döşemeleri)",2013,Mayıs,198.57,5,2013-05-01
"(Züccaciye, Yemek Takımı Ve Hanehalkı Aletleri)",2013,Mayıs,182.92,5,2013-05-01
"(Mobilya, Ev Aletleri Ve Ev Bakım Hizmetleri)",2013,Mayıs,174.15,5,2013-05-01
(Ev Bakım İçin Mal Ve Hizmetler),2013,Mayıs,180.06,5,2013-05-01
"(Tıbbi Ürünler, Aletler Ve Malzemeler)",2013,Mayıs,95.4,5,2013-05-01
(Sağlık),2013,Mayıs,132.88,5,2013-05-01
(Orta Öğretim),2013,Mayıs,251.31,5,2013-05-01
(Çeşitli Mal Ve Hizmetler),2013,Mayıs,253.89,5,2013-05-01
(Başka Yerde Sınıflandırılmayan Mali Hizmetler),2013,Mayıs,332.94,5,2013-05-01
(Sigorta),2013,Mayıs,273.78,5,2013-05-01
(Sosyal Hizmetler),2013,Mayıs,251.15,5,2013-05-01
(Gıda Ve Alkolsüz İçecekler),2013,Mayıs,227.94,5,2013-05-01
(Gıda),2013,Mayıs,229.64,5,2013-05-01
(Alkolsüz İçecekler),2013,Mayıs,203.13,5,2013-05-01
(Alkollü İçecekler Ve Tütün),2013,Mayıs,400.17,5,2013-05-01
(Başka Yerde Sınıflandırılamayan Kişisel Bakım Ürünleri),2013,Mayıs,404.1,5,2013-05-01
"(Elektrik, Gaz Ve Diğer Yakıtlar)",2013,Mayıs,273.24,5,2013-05-01
(Alkollü İçecekler),2013,Mayıs,375.36,5,2013-05-01
(Giyim Ve Ayakkabı),2013,Mayıs,165.99,5,2013-05-01
(Giyim),2013,Mayıs,162.69,5,2013-05-01
(Kişisel Bakım),2013,Mayıs,180.23,5,2013-05-01
(Ayakkabı),2013,Mayıs,174.38,5,2013-05-01
"(Konut, Su, Elektrik, Gaz Ve Diğer Yakıtlar)",2013,Mayıs,260.46,5,2013-05-01
(Gerçek Kira),2013,Mayıs,302.87,5,2013-05-01
(Konutun Bakım Ve Onarımı),2013,Mayıs,182.05,5,2013-05-01
(Su (Şebeke Suyu) Ve Konutla İlgili Çeşitli Hizmetler),2013,Mayıs,221.05,5,2013-05-01
(Tütün),2013,Mayıs,401.55,5,2013-05-01
(Yemek Hizmetleri),2013,Mayıs,288.23,5,2013-05-01
(Başka Yerde Sınıflandırılmayan Diğer Hizmetler),2013,Mayıs,293.72,5,2013-05-01
"(Diğer Eğlence Araçları Ve Malzemeleri, Bahçe Ve Evcil Hayvanlara İlişkin Ürünler, Hizmetler)",2013,Mayıs,237.58,5,2013-05-01
(Telefon Ve Telefaks Ekipmanı),2013,Mayıs,49.32,5,2013-05-01
(Ayakta Tedavi Hizmetleri),2013,Mayıs,165.28,5,2013-05-01
(Haberleşme),2013,Mayıs,121.84,5,2013-05-01
(Telefon Ve Telefaks Hizmetleri),2013,Mayıs,132.89,5,2013-05-01
(Düzeyi Belirlenemeyen Eğitim Programları),2013,Mayıs,174.06,5,2013-05-01
(Ulaştırma Hizmetleri),2013,Mayıs,256.02,5,2013-05-01
(Eğlence Ve Kültür),2013,Mayıs,158.45,5,2013-05-01
(Lokanta Ve Oteller),2013,Mayıs,291.31,5,2013-05-01
"(Görsel-İşitsel Sistemle (Audıo-Vısual), Fotoğrafla Ve Veri İşlemle İle İlgili Ekipman)",2013,Mayıs,61.26,5,2013-05-01
(Diğer Temel Dayanıklı Eğlence Ve Kültür Araçları),2013,Mayıs,185.0,5,2013-05-01
(Kişisel Ulaştırma Araçlarının İşletimi),2013,Mayıs,249.06,5,2013-05-01
(Eğlence Ve Kültür Hizmetleri),2013,Mayıs,221.46,5,2013-05-01
(Üniversite Eğitimi),2013,Mayıs,186.94,5,2013-05-01
"(Gazete, Kitap Ve Kırtasiye)",2013,Mayıs,239.31,5,2013-05-01
(Araç Satın Alımı),2013,Mayıs,134.7,5,2013-05-01
(Posta Hizmetleri),2013,Mayıs,296.32,5,2013-05-01
(Paket Turlar),2013,Mayıs,254.59,5,2013-05-01
(Yataklı Tedavi Hizmetleri),2013,Mayıs,181.08,5,2013-05-01
(Eğitim),2013,Mayıs,217.61,5,2013-05-01
(Ulaştırma),2013,Mayıs,209.5,5,2013-05-01
Ölçüm bazında,2013,Mayıs,220.07,5,2013-05-01
(Okul Öncesi Eğitim Ve İlköğretim),2013,Mayıs,260.01,5,2013-05-01
(Orta Öğretim Sonrası Ve Üniversite Öncesi Eğitim),2013,Mayıs,203.47,5,2013-05-01
(Çeşitli Mal Ve Hizmetler),2013,Haziran,254.01,6,2013-06-01
(Ev Bakım İçin Mal Ve Hizmetler),2013,Haziran,180.63,6,2013-06-01
(Ulaştırma),2013,Haziran,212.63,6,2013-06-01
(Ev İçi Tekstil),2013,Haziran,167.9,6,2013-06-01
(Telefon Ve Telefaks Hizmetleri),2013,Haziran,133.32,6,2013-06-01
(Konutun Bakım Ve Onarımı),2013,Haziran,182.56,6,2013-06-01
(Telefon Ve Telefaks Ekipmanı),2013,Haziran,48.17,6,2013-06-01
(Araç Satın Alımı),2013,Haziran,134.85,6,2013-06-01
"(Konut, Su, Elektrik, Gaz Ve Diğer Yakıtlar)",2013,Haziran,261.19,6,2013-06-01
(Ayakta Tedavi Hizmetleri),2013,Haziran,165.74,6,2013-06-01
(Başka Yerde Sınıflandırılamayan Kişisel Bakım Ürünleri),2013,Haziran,401.43,6,2013-06-01
(Gıda),2013,Haziran,234.09,6,2013-06-01
(Ev Aletleri),2013,Haziran,132.54,6,2013-06-01
(Giyim Ve Ayakkabı),2013,Haziran,163.1,6,2013-06-01
(Gerçek Kira),2013,Haziran,304.75,6,2013-06-01
(Posta Hizmetleri),2013,Haziran,296.32,6,2013-06-01
(Gıda Ve Alkolsüz İçecekler),2013,Haziran,232.09,6,2013-06-01
"(Züccaciye, Yemek Takımı Ve Hanehalkı Aletleri)",2013,Haziran,183.94,6,2013-06-01
(Ayakkabı),2013,Haziran,173.16,6,2013-06-01
Ölçüm bazında,2013,Haziran,221.75,6,2013-06-01
(Kişisel Ulaştırma Araçlarının İşletimi),2013,Haziran,258.49,6,2013-06-01
(Ulaştırma Hizmetleri),2013,Haziran,258.68,6,2013-06-01
(Sosyal Hizmetler),2013,Haziran,252.04,6,2013-06-01
"(Mobilya, Mefruşat, Halı Ve Diğer Yer Döşemeleri)",2013,Haziran,199.09,6,2013-06-01
(Konaklama Hizmetleri),2013,Haziran,262.53,6,2013-06-01
(Sigorta),2013,Haziran,270.38,6,2013-06-01
(Yataklı Tedavi Hizmetleri),2013,Haziran,181.9,6,2013-06-01
(Giyim),2013,Haziran,159.35,6,2013-06-01
(Haberleşme),2013,Haziran,121.92,6,2013-06-01
(Ev Ve Bahçe Araç Gereçleri),2013,Haziran,207.0,6,2013-06-01
(Başka Yerde Sınıflandırılmayan Mali Hizmetler),2013,Haziran,332.94,6,2013-06-01
(Kişisel Bakım),2013,Haziran,180.98,6,2013-06-01
(Başka Yerde Sınıflandırılmayan Diğer Hizmetler),2013,Haziran,293.76,6,2013-06-01
(Alkollü İçecekler),2013,Haziran,374.88,6,2013-06-01
(Eğitim),2013,Haziran,221.93,6,2013-06-01
"(Diğer Eğlence Araçları Ve Malzemeleri, Bahçe Ve Evcil Hayvanlara İlişkin Ürünler, Hizmetler)",2013,Haziran,240.46,6,2013-06-01
(Sağlık),2013,Haziran,133.07,6,2013-06-01
(Düzeyi Belirlenemeyen Eğitim Programları),2013,Haziran,175.72,6,2013-06-01
"(Görsel-İşitsel Sistemle (Audıo-Vısual), Fotoğrafla Ve Veri İşlemle İle İlgili Ekipman)",2013,Haziran,60.91,6,2013-06-01
(Alkolsüz İçecekler),2013,Haziran,203.82,6,2013-06-01
(Paket Turlar),2013,Haziran,270.95,6,2013-06-01
(Orta Öğretim Sonrası Ve Üniversite Öncesi Eğitim),2013,Haziran,208.03,6,2013-06-01
(Eğlence Ve Kültür Hizmetleri),2013,Haziran,221.97,6,2013-06-01
(Su (Şebeke Suyu) Ve Konutla İlgili Çeşitli Hizmetler),2013,Haziran,222.08,6,2013-06-01
"(Tıbbi Ürünler, Aletler Ve Malzemeler)",2013,Haziran,95.25,6,2013-06-01
(Lokanta Ve Oteller),2013,Haziran,293.13,6,2013-06-01
(Üniversite Eğitimi),2013,Haziran,186.94,6,2013-06-01
"(Elektrik, Gaz Ve Diğer Yakıtlar)",2013,Haziran,273.24,6,2013-06-01
"(Mobilya, Ev Aletleri Ve Ev Bakım Hizmetleri)",2013,Haziran,174.51,6,2013-06-01
(Yemek Hizmetleri),2013,Haziran,290.07,6,2013-06-01
(Alkollü İçecekler Ve Tütün),2013,Haziran,400.14,6,2013-06-01
(Tütün),2013,Haziran,401.55,6,2013-06-01
"(Gazete, Kitap Ve Kırtasiye)",2013,Haziran,244.23,6,2013-06-01
(Eğlence Ve Kültür),2013,Haziran,160.75,6,2013-06-01
(Okul Öncesi Eğitim Ve İlköğretim),2013,Haziran,266.99,6,2013-06-01
(Orta Öğretim),2013,Haziran,257.05,6,2013-06-01
(Diğer Temel Dayanıklı Eğlence Ve Kültür Araçları),2013,Haziran,184.47,6,2013-06-01
(Ayakkabı),2013,Temmuz,165.61,7,2013-07-01
"(Tıbbi Ürünler, Aletler Ve Malzemeler)",2013,Temmuz,96.04,7,2013-07-01
(Kişisel Bakım),2013,Temmuz,181.0,7,2013-07-01
(Giyim),2013,Temmuz,151.72,7,2013-07-01
(Telefon Ve Telefaks Ekipmanı),2013,Temmuz,48.19,7,2013-07-01
(Gıda Ve Alkolsüz İçecekler),2013,Temmuz,232.61,7,2013-07-01
"(Züccaciye, Yemek Takımı Ve Hanehalkı Aletleri)",2013,Temmuz,184.53,7,2013-07-01
"(Mobilya, Ev Aletleri Ve Ev Bakım Hizmetleri)",2013,Temmuz,174.76,7,2013-07-01
(Giyim Ve Ayakkabı),2013,Temmuz,155.46,7,2013-07-01
(Orta Öğretim),2013,Temmuz,259.91,7,2013-07-01
(Gıda),2013,Temmuz,234.64,7,2013-07-01
(Paket Turlar),2013,Temmuz,275.17,7,2013-07-01
(Başka Yerde Sınıflandırılmayan Diğer Hizmetler),2013,Temmuz,293.84,7,2013-07-01
(Tütün),2013,Temmuz,400.82,7,2013-07-01
(Ev Bakım İçin Mal Ve Hizmetler),2013,Temmuz,180.55,7,2013-07-01
(Alkolsüz İçecekler),2013,Temmuz,203.95,7,2013-07-01
"(Diğer Eğlence Araçları Ve Malzemeleri, Bahçe Ve Evcil Hayvanlara İlişkin Ürünler, Hizmetler)",2013,Temmuz,241.18,7,2013-07-01
(Posta Hizmetleri),2013,Temmuz,296.32,7,2013-07-01
(Alkollü İçecekler Ve Tütün),2013,Temmuz,399.8,7,2013-07-01
(Sağlık),2013,Temmuz,133.67,7,2013-07-01
(Başka Yerde Sınıflandırılamayan Kişisel Bakım Ürünleri),2013,Temmuz,394.52,7,2013-07-01
(Alkollü İçecekler),2013,Temmuz,380.27,7,2013-07-01
(Ev Ve Bahçe Araç Gereçleri),2013,Temmuz,208.36,7,2013-07-01
(Haberleşme),2013,Temmuz,123.07,7,2013-07-01
"(Konut, Su, Elektrik, Gaz Ve Diğer Yakıtlar)",2013,Temmuz,262.35,7,2013-07-01
(Ayakta Tedavi Hizmetleri),2013,Temmuz,166.17,7,2013-07-01
(Su (Şebeke Suyu) Ve Konutla İlgili Çeşitli Hizmetler),2013,Temmuz,223.1,7,2013-07-01
(Yemek Hizmetleri),2013,Temmuz,292.07,7,2013-07-01
(Eğitim),2013,Temmuz,223.73,7,2013-07-01
(Başka Yerde Sınıflandırılmayan Mali Hizmetler),2013,Temmuz,332.94,7,2013-07-01
(Yataklı Tedavi Hizmetleri),2013,Temmuz,182.15,7,2013-07-01
(Sigorta),2013,Temmuz,275.3,7,2013-07-01
(Araç Satın Alımı),2013,Temmuz,138.11,7,2013-07-01
"(Elektrik, Gaz Ve Diğer Yakıtlar)",2013,Temmuz,274.27,7,2013-07-01
(Çeşitli Mal Ve Hizmetler),2013,Temmuz,253.16,7,2013-07-01
"(Mobilya, Mefruşat, Halı Ve Diğer Yer Döşemeleri)",2013,Temmuz,201.2,7,2013-07-01
(Telefon Ve Telefaks Hizmetleri),2013,Temmuz,134.7,7,2013-07-01
(Ulaştırma),2013,Temmuz,217.48,7,2013-07-01
"(Görsel-İşitsel Sistemle (Audıo-Vısual), Fotoğrafla Ve Veri İşlemle İle İlgili Ekipman)",2013,Temmuz,61.1,7,2013-07-01
(Okul Öncesi Eğitim Ve İlköğretim),2013,Temmuz,270.55,7,2013-07-01
(Üniversite Eğitimi),2013,Temmuz,186.94,7,2013-07-01
(Diğer Temel Dayanıklı Eğlence Ve Kültür Araçları),2013,Temmuz,184.25,7,2013-07-01
(Ev İçi Tekstil),2013,Temmuz,167.88,7,2013-07-01
(Orta Öğretim Sonrası Ve Üniversite Öncesi Eğitim),2013,Temmuz,208.84,7,2013-07-01
(Sosyal Hizmetler),2013,Temmuz,254.13,7,2013-07-01
(Lokanta Ve Oteller),2013,Temmuz,294.84,7,2013-07-01
(Düzeyi Belirlenemeyen Eğitim Programları),2013,Temmuz,176.28,7,2013-07-01
(Ulaştırma Hizmetleri),2013,Temmuz,260.43,7,2013-07-01
(Konaklama Hizmetleri),2013,Temmuz,261.46,7,2013-07-01
(Eğlence Ve Kültür Hizmetleri),2013,Temmuz,222.31,7,2013-07-01
Ölçüm bazında,2013,Temmuz,222.44,7,2013-07-01
(Gerçek Kira),2013,Temmuz,306.3,7,2013-07-01
(Eğlence Ve Kültür),2013,Temmuz,161.18,7,2013-07-01
(Ev Aletleri),2013,Temmuz,131.41,7,2013-07-01
(Konutun Bakım Ve Onarımı),2013,Temmuz,183.58,7,2013-07-01
"(Gazete, Kitap Ve Kırtasiye)",2013,Temmuz,242.4,7,2013-07-01
(Kişisel Ulaştırma Araçlarının İşletimi),2013,Temmuz,266.83,7,2013-07-01
(Tütün),2013,Ağustos,400.82,8,2013-08-01
(Alkollü İçecekler),2013,Ağustos,381.23,8,2013-08-01
(Eğitim),2013,Ağustos,226.4,8,2013-08-01
(Alkollü İçecekler Ve Tütün),2013,Ağustos,399.86,8,2013-08-01
(Giyim Ve Ayakkabı),2013,Ağustos,149.84,8,2013-08-01
"(Gazete, Kitap Ve Kırtasiye)",2013,Ağustos,238.64,8,2013-08-01
(Paket Turlar),2013,Ağustos,287.08,8,2013-08-01
(Yataklı Tedavi Hizmetleri),2013,Ağustos,182.34,8,2013-08-01
(Giyim),2013,Ağustos,146.12,8,2013-08-01
(Ev İçi Tekstil),2013,Ağustos,168.04,8,2013-08-01
(Telefon Ve Telefaks Ekipmanı),2013,Ağustos,47.84,8,2013-08-01
(Sigorta),2013,Ağustos,278.83,8,2013-08-01
"(Mobilya, Ev Aletleri Ve Ev Bakım Hizmetleri)",2013,Ağustos,174.74,8,2013-08-01
(Üniversite Eğitimi),2013,Ağustos,186.94,8,2013-08-01
(Telefon Ve Telefaks Hizmetleri),2013,Ağustos,134.7,8,2013-08-01
(Başka Yerde Sınıflandırılmayan Mali Hizmetler),2013,Ağustos,332.94,8,2013-08-01
(Posta Hizmetleri),2013,Ağustos,296.32,8,2013-08-01
"(Elektrik, Gaz Ve Diğer Yakıtlar)",2013,Ağustos,274.68,8,2013-08-01
(Eğlence Ve Kültür),2013,Ağustos,161.89,8,2013-08-01
(Su (Şebeke Suyu) Ve Konutla İlgili Çeşitli Hizmetler),2013,Ağustos,223.84,8,2013-08-01
(Başka Yerde Sınıflandırılmayan Diğer Hizmetler),2013,Ağustos,293.93,8,2013-08-01
(Gıda Ve Alkolsüz İçecekler),2013,Ağustos,230.82,8,2013-08-01
(Konutun Bakım Ve Onarımı),2013,Ağustos,184.51,8,2013-08-01
"(Görsel-İşitsel Sistemle (Audıo-Vısual), Fotoğrafla Ve Veri İşlemle İle İlgili Ekipman)",2013,Ağustos,60.54,8,2013-08-01
(Orta Öğretim),2013,Ağustos,264.42,8,2013-08-01
(Orta Öğretim Sonrası Ve Üniversite Öncesi Eğitim),2013,Ağustos,212.1,8,2013-08-01
(Sosyal Hizmetler),2013,Ağustos,254.8,8,2013-08-01
(Düzeyi Belirlenemeyen Eğitim Programları),2013,Ağustos,179.3,8,2013-08-01
(Ev Aletleri),2013,Ağustos,131.19,8,2013-08-01
(Konaklama Hizmetleri),2013,Ağustos,262.41,8,2013-08-01
(Ayakta Tedavi Hizmetleri),2013,Ağustos,166.68,8,2013-08-01
(Ulaştırma),2013,Ağustos,219.01,8,2013-08-01
(Çeşitli Mal Ve Hizmetler),2013,Ağustos,256.3,8,2013-08-01
"(Tıbbi Ürünler, Aletler Ve Malzemeler)",2013,Ağustos,96.6,8,2013-08-01
(Araç Satın Alımı),2013,Ağustos,139.2,8,2013-08-01
(Sağlık),2013,Ağustos,134.18,8,2013-08-01
(Yemek Hizmetleri),2013,Ağustos,294.42,8,2013-08-01
(Kişisel Bakım),2013,Ağustos,181.15,8,2013-08-01
(Kişisel Ulaştırma Araçlarının İşletimi),2013,Ağustos,268.81,8,2013-08-01
(Ev Bakım İçin Mal Ve Hizmetler),2013,Ağustos,180.12,8,2013-08-01
(Ev Ve Bahçe Araç Gereçleri),2013,Ağustos,207.81,8,2013-08-01
(Ulaştırma Hizmetleri),2013,Ağustos,261.74,8,2013-08-01
(Lokanta Ve Oteller),2013,Ağustos,297.09,8,2013-08-01
(Başka Yerde Sınıflandırılamayan Kişisel Bakım Ürünleri),2013,Ağustos,413.76,8,2013-08-01
"(Züccaciye, Yemek Takımı Ve Hanehalkı Aletleri)",2013,Ağustos,185.33,8,2013-08-01
(Haberleşme),2013,Ağustos,122.98,8,2013-08-01
(Gerçek Kira),2013,Ağustos,308.02,8,2013-08-01
(Diğer Temel Dayanıklı Eğlence Ve Kültür Araçları),2013,Ağustos,184.42,8,2013-08-01
"(Mobilya, Mefruşat, Halı Ve Diğer Yer Döşemeleri)",2013,Ağustos,201.59,8,2013-08-01
"(Konut, Su, Elektrik, Gaz Ve Diğer Yakıtlar)",2013,Ağustos,263.24,8,2013-08-01
(Okul Öncesi Eğitim Ve İlköğretim),2013,Ağustos,272.79,8,2013-08-01
(Gıda),2013,Ağustos,232.65,8,2013-08-01
(Alkolsüz İçecekler),2013,Ağustos,204.46,8,2013-08-01
(Ayakkabı),2013,Ağustos,160.04,8,2013-08-01
"(Diğer Eğlence Araçları Ve Malzemeleri, Bahçe Ve Evcil Hayvanlara İlişkin Ürünler, Hizmetler)",2013,Ağustos,243.21,8,2013-08-01
(Eğlence Ve Kültür Hizmetleri),2013,Ağustos,223.57,8,2013-08-01
Ölçüm bazında,2013,Ağustos,222.21,8,2013-08-01
(Ayakta Tedavi Hizmetleri),2013,Eylül,166.8,9,2013-09-01
(Sağlık),2013,Eylül,134.39,9,2013-09-01
(Ev İçi Tekstil),2013,Eylül,169.87,9,2013-09-01
"(Tıbbi Ürünler, Aletler Ve Malzemeler)",2013,Eylül,96.82,9,2013-09-01
(Okul Öncesi Eğitim Ve İlköğretim),2013,Eylül,280.98,9,2013-09-01
(Ulaştırma),2013,Eylül,223.36,9,2013-09-01
"(Konut, Su, Elektrik, Gaz Ve Diğer Yakıtlar)",2013,Eylül,265.05,9,2013-09-01
(Gıda Ve Alkolsüz İçecekler),2013,Eylül,232.52,9,2013-09-01
(Orta Öğretim),2013,Eylül,267.95,9,2013-09-01
(Orta Öğretim Sonrası Ve Üniversite Öncesi Eğitim),2013,Eylül,213.81,9,2013-09-01
(Yataklı Tedavi Hizmetleri),2013,Eylül,182.84,9,2013-09-01
(Üniversite Eğitimi),2013,Eylül,199.18,9,2013-09-01
(Eğitim),2013,Eylül,232.1,9,2013-09-01
(Tütün),2013,Eylül,400.82,9,2013-09-01
(Düzeyi Belirlenemeyen Eğitim Programları),2013,Eylül,184.03,9,2013-09-01
"(Elektrik, Gaz Ve Diğer Yakıtlar)",2013,Eylül,277.17,9,2013-09-01
(Sigorta),2013,Eylül,275.01,9,2013-09-01
(Araç Satın Alımı),2013,Eylül,142.3,9,2013-09-01
(Ev Aletleri),2013,Eylül,133.29,9,2013-09-01
(Giyim Ve Ayakkabı),2013,Eylül,146.43,9,2013-09-01
(Alkollü İçecekler Ve Tütün),2013,Eylül,399.92,9,2013-09-01
(Telefon Ve Telefaks Hizmetleri),2013,Eylül,135.05,9,2013-09-01
(Eğlence Ve Kültür),2013,Eylül,162.46,9,2013-09-01
(Telefon Ve Telefaks Ekipmanı),2013,Eylül,47.07,9,2013-09-01
(Giyim),2013,Eylül,140.89,9,2013-09-01
(Başka Yerde Sınıflandırılmayan Diğer Hizmetler),2013,Eylül,294.18,9,2013-09-01
"(Görsel-İşitsel Sistemle (Audıo-Vısual), Fotoğrafla Ve Veri İşlemle İle İlgili Ekipman)",2013,Eylül,61.51,9,2013-09-01
(Posta Hizmetleri),2013,Eylül,296.32,9,2013-09-01
(Diğer Temel Dayanıklı Eğlence Ve Kültür Araçları),2013,Eylül,187.4,9,2013-09-01
(Başka Yerde Sınıflandırılmayan Mali Hizmetler),2013,Eylül,332.94,9,2013-09-01
(Alkolsüz İçecekler),2013,Eylül,205.92,9,2013-09-01
"(Diğer Eğlence Araçları Ve Malzemeleri, Bahçe Ve Evcil Hayvanlara İlişkin Ürünler, Hizmetler)",2013,Eylül,245.75,9,2013-09-01
(Ayakkabı),2013,Eylül,163.12,9,2013-09-01
(Eğlence Ve Kültür Hizmetleri),2013,Eylül,228.43,9,2013-09-01
(Ulaştırma Hizmetleri),2013,Eylül,265.49,9,2013-09-01
"(Mobilya, Mefruşat, Halı Ve Diğer Yer Döşemeleri)",2013,Eylül,202.54,9,2013-09-01
"(Gazete, Kitap Ve Kırtasiye)",2013,Eylül,236.9,9,2013-09-01
(Kişisel Ulaştırma Araçlarının İşletimi),2013,Eylül,274.24,9,2013-09-01
(Su (Şebeke Suyu) Ve Konutla İlgili Çeşitli Hizmetler),2013,Eylül,223.87,9,2013-09-01
(Yemek Hizmetleri),2013,Eylül,298.35,9,2013-09-01
(Haberleşme),2013,Eylül,123.08,9,2013-09-01
(Paket Turlar),2013,Eylül,276.49,9,2013-09-01
(Lokanta Ve Oteller),2013,Eylül,301.48,9,2013-09-01
(Ev Bakım İçin Mal Ve Hizmetler),2013,Eylül,180.69,9,2013-09-01
"(Züccaciye, Yemek Takımı Ve Hanehalkı Aletleri)",2013,Eylül,186.13,9,2013-09-01
(Sosyal Hizmetler),2013,Eylül,263.88,9,2013-09-01
(Alkollü İçecekler),2013,Eylül,382.15,9,2013-09-01
"(Mobilya, Ev Aletleri Ve Ev Bakım Hizmetleri)",2013,Eylül,176.08,9,2013-09-01
(Konaklama Hizmetleri),2013,Eylül,269.91,9,2013-09-01
(Konutun Bakım Ve Onarımı),2013,Eylül,185.98,9,2013-09-01
(Çeşitli Mal Ve Hizmetler),2013,Eylül,258.72,9,2013-09-01
(Gıda),2013,Eylül,234.37,9,2013-09-01
(Kişisel Bakım),2013,Eylül,181.61,9,2013-09-01
(Başka Yerde Sınıflandırılamayan Kişisel Bakım Ürünleri),2013,Eylül,426.21,9,2013-09-01
Ölçüm bazında,2013,Eylül,223.91,9,2013-09-01
(Ev Ve Bahçe Araç Gereçleri),2013,Eylül,210.1,9,2013-09-01
(Gerçek Kira),2013,Eylül,309.94,9,2013-09-01
(Konaklama Hizmetleri),2013,Ekim,270.97,10,2013-10-01
(Ev İçi Tekstil),2013,Ekim,174.04,10,2013-10-01
(Çeşitli Mal Ve Hizmetler),2013,Ekim,257.65,10,2013-10-01
(Gıda),2013,Ekim,244.15,10,2013-10-01
(Sosyal Hizmetler),2013,Ekim,265.15,10,2013-10-01
(Tütün),2013,Ekim,397.4,10,2013-10-01
(Ev Aletleri),2013,Ekim,135.03,10,2013-10-01
(Telefon Ve Telefaks Ekipmanı),2013,Ekim,46.7,10,2013-10-01
(Kişisel Bakım),2013,Ekim,182.03,10,2013-10-01
(Eğlence Ve Kültür),2013,Ekim,163.47,10,2013-10-01
(Posta Hizmetleri),2013,Ekim,266.75,10,2013-10-01
(Başka Yerde Sınıflandırılamayan Kişisel Bakım Ürünleri),2013,Ekim,416.48,10,2013-10-01
(Haberleşme),2013,Ekim,123.08,10,2013-10-01
(Telefon Ve Telefaks Hizmetleri),2013,Ekim,135.18,10,2013-10-01
(Giyim),2013,Ekim,155.66,10,2013-10-01
"(Görsel-İşitsel Sistemle (Audıo-Vısual), Fotoğrafla Ve Veri İşlemle İle İlgili Ekipman)",2013,Ekim,61.86,10,2013-10-01
(Okul Öncesi Eğitim Ve İlköğretim),2013,Ekim,282.73,10,2013-10-01
(Orta Öğretim),2013,Ekim,268.12,10,2013-10-01
(Eğitim),2013,Ekim,232.74,10,2013-10-01
(Alkollü İçecekler Ve Tütün),2013,Ekim,396.99,10,2013-10-01
(Orta Öğretim Sonrası Ve Üniversite Öncesi Eğitim),2013,Ekim,213.9,10,2013-10-01
(Paket Turlar),2013,Ekim,265.33,10,2013-10-01
(Üniversite Eğitimi),2013,Ekim,199.18,10,2013-10-01
"(Gazete, Kitap Ve Kırtasiye)",2013,Ekim,248.85,10,2013-10-01
(Eğlence Ve Kültür Hizmetleri),2013,Ekim,229.12,10,2013-10-01
"(Konut, Su, Elektrik, Gaz Ve Diğer Yakıtlar)",2013,Ekim,266.0,10,2013-10-01
(Düzeyi Belirlenemeyen Eğitim Programları),2013,Ekim,184.67,10,2013-10-01
(Ayakkabı),2013,Ekim,174.13,10,2013-10-01
(Gerçek Kira),2013,Ekim,311.75,10,2013-10-01
"(Mobilya, Mefruşat, Halı Ve Diğer Yer Döşemeleri)",2013,Ekim,208.14,10,2013-10-01
"(Diğer Eğlence Araçları Ve Malzemeleri, Bahçe Ve Evcil Hayvanlara İlişkin Ürünler, Hizmetler)",2013,Ekim,248.52,10,2013-10-01
(Lokanta Ve Oteller),2013,Ekim,304.32,10,2013-10-01
(Diğer Temel Dayanıklı Eğlence Ve Kültür Araçları),2013,Ekim,188.01,10,2013-10-01
(Yemek Hizmetleri),2013,Ekim,301.33,10,2013-10-01
"(Mobilya, Ev Aletleri Ve Ev Bakım Hizmetleri)",2013,Ekim,178.86,10,2013-10-01
(Alkollü İçecekler),2013,Ekim,386.49,10,2013-10-01
(Alkolsüz İçecekler),2013,Ekim,207.06,10,2013-10-01
"(Züccaciye, Yemek Takımı Ve Hanehalkı Aletleri)",2013,Ekim,187.69,10,2013-10-01
(Konutun Bakım Ve Onarımı),2013,Ekim,187.21,10,2013-10-01
(Ulaştırma Hizmetleri),2013,Ekim,267.28,10,2013-10-01
"(Tıbbi Ürünler, Aletler Ve Malzemeler)",2013,Ekim,97.18,10,2013-10-01
(Ev Bakım İçin Mal Ve Hizmetler),2013,Ekim,181.61,10,2013-10-01
(Gıda Ve Alkolsüz İçecekler),2013,Ekim,241.62,10,2013-10-01
(Ayakta Tedavi Hizmetleri),2013,Ekim,166.88,10,2013-10-01
Ölçüm bazında,2013,Ekim,227.94,10,2013-10-01
(Başka Yerde Sınıflandırılmayan Mali Hizmetler),2013,Ekim,332.94,10,2013-10-01
(Giyim Ve Ayakkabı),2013,Ekim,160.43,10,2013-10-01
(Su (Şebeke Suyu) Ve Konutla İlgili Çeşitli Hizmetler),2013,Ekim,224.82,10,2013-10-01
(Ulaştırma),2013,Ekim,224.11,10,2013-10-01
